Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD5317,Mumbai,ABC Institute,1st,Web Development,Whatsapp
LD5318,Mumbai,XYZ University,2nd,Robotics,LinkedIn
LD5319,Delhi,ABC Institute,4th,Data Science,Mass-Mailing
LD5320,Chennai,PQR College,1st,Web Development,Mass-Mailing
LD5321,Ahmedabad,ABC Institute,2nd,Electric Vehicle,Mass-Mailing
LD5322,Kolkata,DEF Academy,2nd,Electric Vehicle,Google Form
LD5323,Chennai,GHI University,1st,Data Science,Whatsapp
LD5324,Mumbai,DEF Academy,2nd,Web Development,Google Form
LD5325,Surat,PQR College,2nd,Robotics,Whatsapp
LD5326,Mumbai,DEF Academy,3rd,Web Development,Instagram
LD5327,Kolkata,XYZ University,4th,Web Development,College Collaboration
LD5328,Chennai,DEF Academy,1st,Data Science,College Collaboration
LD5329,Delhi,GHI University,2nd,Robotics,Whatsapp
LD5330,Surat,DEF Academy,3rd,Electric Vehicle,Whatsapp
LD5331,Ahmedabad,ABC Institute,4th,Robotics,Google Form
LD5332,Ahmedabad,PQR College,1st,Data Science,Mass-Mailing
LD5333,Surat,GHI University,2nd,Web Development,LinkedIn
LD5334,Surat,ABC Institute,3rd,Electric Vehicle,Whatsapp
LD5335,Mumbai,DEF Academy,2nd,Data Science,College Collaboration
LD5336,Chennai,PQR College,3rd,Robotics,Instagram
LD5337,Delhi,XYZ University,3rd,AI,College Collaboration
LD5338,Delhi,DEF Academy,4th,Robotics,Instagram
LD5339,Pune,PQR College,4th,Data Science,LinkedIn
LD5340,Surat,PQR College,3rd,Web Development,Whatsapp
LD5341,Ahmedabad,ABC Institute,1st,Web Development,Whatsapp
LD5342,Delhi,GHI University,4th,Robotics,Whatsapp
LD5343,Kolkata,GHI University,2nd,Web Development,Google Form
LD5344,Delhi,XYZ University,1st,Robotics,LinkedIn
LD5345,Chennai,XYZ University,4th,Data Science,Whatsapp
LD5346,Pune,PQR College,3rd,AI,Google Form
LD5347,Kolkata,DEF Academy,2nd,Data Science,Mass-Mailing
LD5348,Ahmedabad,PQR College,2nd,Web Development,LinkedIn
LD5349,Pune,DEF Academy,4th,Electric Vehicle,Whatsapp
LD5350,Mumbai,XYZ University,2nd,Robotics,College Collaboration
LD5351,Surat,DEF Academy,3rd,Robotics,Instagram
LD5352,Surat,ABC Institute,3rd,Data Science,Mass-Mailing
LD5353,Mumbai,ABC Institute,2nd,Data Science,LinkedIn
LD5354,Delhi,ABC Institute,4th,Data Science,Mass-Mailing
LD5355,Kolkata,PQR College,1st,Robotics,Google Form
LD5356,Chennai,XYZ University,4th,Robotics,Instagram
LD5357,Mumbai,XYZ University,1st,Electric Vehicle,Whatsapp
LD5358,Ahmedabad,GHI University,1st,Web Development,Google Form
LD5359,Ahmedabad,GHI University,2nd,Electric Vehicle,Whatsapp
LD5360,Surat,PQR College,2nd,AI,Whatsapp
LD5361,Delhi,DEF Academy,1st,Web Development,Google Form
LD5362,Kolkata,ABC Institute,2nd,Robotics,Google Form
LD5363,Delhi,DEF Academy,2nd,AI,College Collaboration
LD5364,Ahmedabad,XYZ University,4th,Electric Vehicle,Mass-Mailing
LD5365,Delhi,XYZ University,2nd,AI,Mass-Mailing
LD5366,Delhi,GHI University,4th,Electric Vehicle,Mass-Mailing
LD5367,Pune,PQR College,2nd,Robotics,Mass-Mailing
LD5368,Kolkata,PQR College,1st,Data Science,Google Form
LD5369,Pune,XYZ University,1st,Robotics,Google Form
LD5370,Surat,GHI University,1st,Electric Vehicle,Google Form
LD5371,Surat,PQR College,4th,Data Science,Google Form
LD5372,Surat,DEF Academy,1st,AI,Whatsapp
LD5373,Kolkata,ABC Institute,4th,Robotics,LinkedIn
LD5374,Chennai,ABC Institute,2nd,Web Development,Google Form
LD5375,Ahmedabad,PQR College,1st,Web Development,Instagram
LD5376,Kolkata,PQR College,3rd,AI,LinkedIn
LD5377,Mumbai,ABC Institute,1st,AI,College Collaboration
LD5378,Kolkata,XYZ University,2nd,Web Development,LinkedIn
LD5379,Delhi,XYZ University,4th,Data Science,Mass-Mailing
LD5380,Kolkata,ABC Institute,4th,Data Science,Mass-Mailing
LD5381,Pune,DEF Academy,1st,Web Development,Mass-Mailing
LD5382,Delhi,DEF Academy,3rd,AI,Mass-Mailing
LD5383,Delhi,GHI University,3rd,Data Science,Mass-Mailing
LD5384,Chennai,ABC Institute,2nd,AI,Instagram
LD5385,Surat,DEF Academy,1st,AI,Mass-Mailing
LD5386,Chennai,ABC Institute,3rd,AI,Google Form
LD5387,Surat,XYZ University,1st,AI,College Collaboration
LD5388,Pune,DEF Academy,4th,Electric Vehicle,Mass-Mailing
LD5389,Chennai,XYZ University,1st,Electric Vehicle,College Collaboration
LD5390,Surat,GHI University,2nd,Electric Vehicle,LinkedIn
LD5391,Pune,PQR College,2nd,Robotics,College Collaboration
LD5392,Delhi,ABC Institute,4th,Electric Vehicle,Google Form
LD5393,Mumbai,XYZ University,2nd,AI,Whatsapp
LD5394,Surat,GHI University,4th,Electric Vehicle,Mass-Mailing
LD5395,Mumbai,PQR College,1st,Web Development,Mass-Mailing
LD5396,Kolkata,XYZ University,3rd,AI,Instagram
LD5397,Ahmedabad,GHI University,4th,Data Science,LinkedIn
LD5398,Pune,DEF Academy,4th,Data Science,LinkedIn
LD5399,Surat,XYZ University,1st,AI,LinkedIn
LD5400,Mumbai,GHI University,4th,AI,Mass-Mailing
LD5401,Mumbai,XYZ University,4th,Robotics,LinkedIn
LD5402,Kolkata,XYZ University,2nd,Data Science,Google Form
LD5403,Pune,DEF Academy,4th,Electric Vehicle,LinkedIn
LD5404,Surat,PQR College,1st,Web Development,Google Form
LD5405,Kolkata,GHI University,4th,Electric Vehicle,Instagram
LD5406,Delhi,XYZ University,3rd,Data Science,College Collaboration
LD5407,Chennai,PQR College,3rd,AI,LinkedIn
LD5408,Mumbai,DEF Academy,3rd,Data Science,Instagram
LD5409,Delhi,XYZ University,1st,Electric Vehicle,Whatsapp
LD5410,Delhi,DEF Academy,4th,AI,Instagram
LD5411,Pune,ABC Institute,3rd,AI,College Collaboration
LD5412,Ahmedabad,PQR College,3rd,Data Science,Mass-Mailing
LD5413,Delhi,XYZ University,3rd,Electric Vehicle,Google Form
LD5414,Delhi,XYZ University,3rd,Web Development,College Collaboration
LD5415,Delhi,DEF Academy,1st,Robotics,LinkedIn
LD5416,Surat,GHI University,2nd,Web Development,LinkedIn
LD5417,Pune,ABC Institute,1st,Data Science,College Collaboration
LD5418,Pune,GHI University,3rd,Web Development,Google Form
LD5419,Chennai,GHI University,2nd,Electric Vehicle,Instagram
LD5420,Surat,ABC Institute,2nd,AI,Google Form
LD5421,Kolkata,XYZ University,2nd,Data Science,Instagram
LD5422,Delhi,XYZ University,4th,Web Development,LinkedIn
LD5423,Delhi,DEF Academy,1st,Data Science,LinkedIn
LD5424,Kolkata,XYZ University,4th,Robotics,Whatsapp
LD5425,Pune,DEF Academy,1st,AI,Whatsapp
LD5426,Chennai,ABC Institute,4th,Data Science,Instagram
LD5427,Pune,ABC Institute,1st,Electric Vehicle,College Collaboration
LD5428,Surat,GHI University,1st,Data Science,College Collaboration
LD5429,Kolkata,PQR College,1st,Web Development,Whatsapp
LD5430,Pune,ABC Institute,2nd,Web Development,College Collaboration
LD5431,Delhi,GHI University,1st,Robotics,Google Form
LD5432,Surat,ABC Institute,3rd,Data Science,Whatsapp
LD5433,Ahmedabad,PQR College,1st,Data Science,College Collaboration
LD5434,Mumbai,PQR College,3rd,Web Development,College Collaboration
LD5435,Surat,ABC Institute,1st,Electric Vehicle,LinkedIn
LD5436,Ahmedabad,DEF Academy,3rd,AI,Whatsapp
LD5437,Surat,XYZ University,2nd,AI,Mass-Mailing
LD5438,Surat,ABC Institute,2nd,AI,LinkedIn
LD5439,Surat,GHI University,3rd,Web Development,Whatsapp
LD5440,Chennai,PQR College,4th,Data Science,Mass-Mailing
LD5441,Chennai,ABC Institute,1st,Electric Vehicle,LinkedIn
LD5442,Pune,PQR College,3rd,Robotics,LinkedIn
LD5443,Delhi,DEF Academy,1st,Robotics,College Collaboration
LD5444,Surat,DEF Academy,3rd,Web Development,LinkedIn
LD5445,Surat,XYZ University,2nd,Robotics,Instagram
LD5446,Surat,GHI University,1st,Electric Vehicle,Whatsapp
LD5447,Delhi,XYZ University,2nd,Data Science,Whatsapp
LD5448,Chennai,DEF Academy,3rd,Data Science,Whatsapp
LD5449,Surat,ABC Institute,2nd,Web Development,Whatsapp
LD5450,Kolkata,DEF Academy,1st,AI,LinkedIn
LD5451,Mumbai,GHI University,1st,Data Science,LinkedIn
LD5452,Ahmedabad,GHI University,1st,Robotics,Instagram
LD5453,Kolkata,PQR College,3rd,AI,Google Form
LD5454,Ahmedabad,PQR College,3rd,Web Development,LinkedIn
LD5455,Chennai,ABC Institute,2nd,Data Science,Google Form
LD5456,Ahmedabad,PQR College,2nd,Web Development,Whatsapp
LD5457,Chennai,XYZ University,1st,Electric Vehicle,Google Form
LD5458,Ahmedabad,XYZ University,2nd,Data Science,Google Form
LD5459,Delhi,ABC Institute,1st,Data Science,Instagram
LD5460,Kolkata,GHI University,3rd,AI,Google Form
LD5461,Surat,DEF Academy,4th,Robotics,LinkedIn
LD5462,Mumbai,PQR College,2nd,Robotics,Whatsapp
LD5463,Chennai,DEF Academy,2nd,AI,College Collaboration
LD5464,Surat,PQR College,3rd,Web Development,College Collaboration
LD5465,Kolkata,XYZ University,1st,Data Science,Instagram
LD5466,Mumbai,ABC Institute,3rd,Data Science,Mass-Mailing
LD5467,Ahmedabad,PQR College,1st,Robotics,College Collaboration
LD5468,Delhi,DEF Academy,1st,Robotics,Instagram
LD5469,Delhi,XYZ University,3rd,Web Development,Mass-Mailing
LD5470,Chennai,DEF Academy,3rd,AI,Mass-Mailing
LD5471,Ahmedabad,XYZ University,1st,Data Science,Mass-Mailing
LD5472,Pune,DEF Academy,1st,Robotics,Google Form
LD5473,Kolkata,ABC Institute,2nd,Robotics,Instagram
LD5474,Delhi,ABC Institute,3rd,AI,Whatsapp
LD5475,Pune,GHI University,3rd,Data Science,College Collaboration
LD5476,Ahmedabad,ABC Institute,1st,Robotics,Google Form
LD5477,Pune,PQR College,1st,Data Science,Whatsapp
LD5478,Ahmedabad,PQR College,3rd,Robotics,Mass-Mailing
LD5479,Ahmedabad,DEF Academy,1st,Electric Vehicle,Whatsapp
LD5480,Chennai,XYZ University,4th,Robotics,Instagram
LD5481,Delhi,DEF Academy,2nd,Data Science,Google Form
LD5482,Mumbai,ABC Institute,4th,Data Science,College Collaboration
LD5483,Pune,XYZ University,3rd,Robotics,Instagram
LD5484,Delhi,XYZ University,3rd,Data Science,Instagram
LD5485,Mumbai,XYZ University,4th,Data Science,College Collaboration
LD5486,Delhi,XYZ University,2nd,Data Science,Google Form
LD5487,Pune,XYZ University,3rd,Web Development,Google Form
LD5488,Ahmedabad,PQR College,3rd,AI,Instagram
LD5489,Delhi,GHI University,3rd,Electric Vehicle,Mass-Mailing
LD5490,Delhi,DEF Academy,4th,Electric Vehicle,Instagram
LD5491,Chennai,DEF Academy,1st,AI,Whatsapp
LD5492,Ahmedabad,GHI University,3rd,Data Science,LinkedIn
LD5493,Mumbai,DEF Academy,4th,Robotics,Whatsapp
LD5494,Chennai,ABC Institute,3rd,Web Development,Mass-Mailing
LD5495,Chennai,PQR College,1st,Electric Vehicle,Instagram
LD5496,Chennai,XYZ University,2nd,Data Science,Whatsapp
LD5497,Mumbai,PQR College,1st,AI,Mass-Mailing
LD5498,Delhi,GHI University,1st,Robotics,LinkedIn
LD5499,Pune,DEF Academy,4th,Electric Vehicle,Mass-Mailing
LD5500,Pune,ABC Institute,2nd,Robotics,Mass-Mailing
LD5501,Mumbai,XYZ University,2nd,Robotics,Instagram
LD5502,Mumbai,PQR College,4th,Data Science,Google Form
LD5503,Delhi,GHI University,2nd,Data Science,LinkedIn
LD5504,Mumbai,DEF Academy,2nd,AI,Google Form
LD5505,Pune,XYZ University,3rd,Web Development,Instagram
LD5506,Delhi,XYZ University,2nd,Robotics,LinkedIn
LD5507,Surat,DEF Academy,2nd,AI,Whatsapp
LD5508,Surat,DEF Academy,4th,Data Science,Google Form
LD5509,Delhi,XYZ University,2nd,Web Development,College Collaboration
LD5510,Pune,GHI University,4th,Robotics,Whatsapp
LD5511,Surat,GHI University,2nd,AI,Whatsapp
LD5512,Pune,XYZ University,4th,Data Science,Instagram
LD5513,Surat,XYZ University,1st,Web Development,Instagram
LD5514,Kolkata,ABC Institute,4th,Web Development,Mass-Mailing
LD5515,Delhi,XYZ University,4th,AI,Whatsapp
LD5516,Pune,GHI University,4th,Web Development,College Collaboration
LD5517,Surat,DEF Academy,3rd,Robotics,Instagram
LD5518,Ahmedabad,XYZ University,3rd,Data Science,Whatsapp
LD5519,Chennai,DEF Academy,3rd,Robotics,Instagram
LD5520,Delhi,PQR College,2nd,AI,Google Form
LD5521,Surat,PQR College,3rd,AI,Instagram
LD5522,Delhi,GHI University,3rd,Data Science,Whatsapp
LD5523,Kolkata,GHI University,1st,Electric Vehicle,Mass-Mailing
LD5524,Ahmedabad,PQR College,2nd,AI,Instagram
LD5525,Mumbai,ABC Institute,2nd,Electric Vehicle,LinkedIn
LD5526,Pune,XYZ University,3rd,Web Development,Mass-Mailing
LD5527,Kolkata,ABC Institute,3rd,Data Science,Mass-Mailing
LD5528,Ahmedabad,PQR College,2nd,Robotics,LinkedIn
LD5529,Chennai,ABC Institute,1st,Data Science,College Collaboration
LD5530,Delhi,ABC Institute,4th,Data Science,Instagram
LD5531,Surat,PQR College,3rd,Data Science,Google Form
LD5532,Chennai,PQR College,1st,Web Development,Mass-Mailing
LD5533,Chennai,DEF Academy,2nd,Web Development,Mass-Mailing
LD5534,Ahmedabad,GHI University,4th,Web Development,Mass-Mailing
LD5535,Ahmedabad,GHI University,2nd,Robotics,Mass-Mailing
LD5536,Chennai,XYZ University,4th,Data Science,LinkedIn
LD5537,Kolkata,ABC Institute,2nd,Electric Vehicle,LinkedIn
LD5538,Ahmedabad,GHI University,2nd,AI,Google Form
LD5539,Ahmedabad,PQR College,2nd,Electric Vehicle,LinkedIn
LD5540,Ahmedabad,ABC Institute,1st,Data Science,Mass-Mailing
LD5541,Mumbai,ABC Institute,3rd,Electric Vehicle,Whatsapp
LD5542,Delhi,GHI University,1st,Robotics,College Collaboration
LD5543,Ahmedabad,PQR College,1st,AI,Instagram
LD5544,Kolkata,XYZ University,3rd,Electric Vehicle,College Collaboration
LD5545,Surat,DEF Academy,1st,AI,Whatsapp
LD5546,Kolkata,XYZ University,1st,AI,Mass-Mailing
LD5547,Surat,XYZ University,3rd,Electric Vehicle,Google Form
LD5548,Surat,PQR College,3rd,Web Development,Whatsapp
LD5549,Mumbai,GHI University,4th,AI,Mass-Mailing
LD5550,Delhi,ABC Institute,3rd,Web Development,Mass-Mailing
LD5551,Ahmedabad,GHI University,1st,Data Science,LinkedIn
LD5552,Delhi,DEF Academy,2nd,Electric Vehicle,Mass-Mailing
LD5553,Chennai,XYZ University,3rd,Data Science,Whatsapp
LD5554,Pune,ABC Institute,4th,AI,Mass-Mailing
LD5555,Surat,GHI University,3rd,AI,College Collaboration
LD5556,Kolkata,PQR College,3rd,AI,Mass-Mailing
LD5557,Delhi,ABC Institute,4th,Web Development,Whatsapp
LD5558,Chennai,ABC Institute,3rd,AI,LinkedIn
LD5559,Kolkata,PQR College,1st,AI,College Collaboration
LD5560,Surat,ABC Institute,3rd,AI,Instagram
LD5561,Delhi,XYZ University,2nd,Data Science,Instagram
LD5562,Chennai,XYZ University,4th,AI,Whatsapp
LD5563,Delhi,DEF Academy,4th,Web Development,Mass-Mailing
LD5564,Mumbai,XYZ University,4th,Electric Vehicle,Google Form
LD5565,Mumbai,GHI University,4th,AI,Whatsapp
LD5566,Surat,GHI University,1st,Web Development,Google Form
LD5567,Chennai,GHI University,2nd,Electric Vehicle,Instagram
LD5568,Chennai,GHI University,4th,Data Science,Whatsapp
LD5569,Chennai,DEF Academy,4th,Robotics,College Collaboration
LD5570,Mumbai,ABC Institute,1st,Electric Vehicle,College Collaboration
LD5571,Chennai,GHI University,3rd,Web Development,Mass-Mailing
LD5572,Kolkata,XYZ University,1st,AI,Mass-Mailing
LD5573,Pune,DEF Academy,4th,Data Science,Mass-Mailing
LD5574,Ahmedabad,GHI University,2nd,Robotics,Whatsapp
LD5575,Ahmedabad,ABC Institute,4th,Web Development,Whatsapp
LD5576,Delhi,GHI University,2nd,Electric Vehicle,College Collaboration
LD5577,Kolkata,XYZ University,2nd,Web Development,College Collaboration
LD5578,Kolkata,GHI University,4th,Web Development,Mass-Mailing
LD5579,Chennai,XYZ University,3rd,AI,College Collaboration
LD5580,Ahmedabad,GHI University,4th,Robotics,Google Form
LD5581,Pune,GHI University,2nd,Data Science,Whatsapp
LD5582,Chennai,ABC Institute,4th,Robotics,Whatsapp
LD5583,Mumbai,XYZ University,1st,Electric Vehicle,Instagram
LD5584,Chennai,DEF Academy,2nd,Data Science,Whatsapp
LD5585,Mumbai,GHI University,3rd,AI,Whatsapp
LD5586,Ahmedabad,ABC Institute,4th,Electric Vehicle,Mass-Mailing
LD5587,Mumbai,XYZ University,1st,Electric Vehicle,Google Form
LD5588,Mumbai,ABC Institute,2nd,Web Development,Google Form
LD5589,Chennai,DEF Academy,3rd,Robotics,Mass-Mailing
LD5590,Mumbai,GHI University,2nd,AI,Whatsapp
LD5591,Ahmedabad,GHI University,1st,Data Science,College Collaboration
LD5592,Ahmedabad,ABC Institute,1st,AI,Whatsapp
LD5593,Chennai,ABC Institute,1st,Electric Vehicle,Whatsapp
LD5594,Delhi,PQR College,1st,AI,Whatsapp
LD5595,Mumbai,GHI University,4th,Electric Vehicle,Mass-Mailing
LD5596,Pune,XYZ University,1st,AI,Whatsapp
LD5597,Mumbai,PQR College,4th,Robotics,Mass-Mailing
LD5598,Chennai,DEF Academy,1st,Data Science,Instagram
LD5599,Pune,DEF Academy,3rd,Data Science,Instagram
LD5600,Delhi,PQR College,4th,Data Science,College Collaboration
LD5601,Mumbai,ABC Institute,1st,AI,College Collaboration
LD5602,Chennai,GHI University,3rd,Data Science,Google Form
LD5603,Delhi,ABC Institute,4th,AI,Whatsapp
LD5604,Surat,GHI University,3rd,AI,College Collaboration
LD5605,Kolkata,DEF Academy,1st,AI,Mass-Mailing
LD5606,Surat,GHI University,4th,Web Development,Whatsapp
LD5607,Pune,GHI University,2nd,Robotics,LinkedIn
LD5608,Surat,XYZ University,3rd,Electric Vehicle,LinkedIn
LD5609,Pune,XYZ University,4th,AI,Google Form
LD5610,Surat,GHI University,3rd,Robotics,Whatsapp
LD5611,Kolkata,ABC Institute,1st,Web Development,College Collaboration
LD5612,Delhi,ABC Institute,4th,Electric Vehicle,LinkedIn
LD5613,Ahmedabad,PQR College,2nd,Robotics,Google Form
LD5614,Mumbai,XYZ University,2nd,Data Science,Whatsapp
LD5615,Chennai,XYZ University,1st,Electric Vehicle,Instagram
LD5616,Delhi,ABC Institute,3rd,Robotics,Whatsapp
LD5617,Ahmedabad,PQR College,2nd,Web Development,LinkedIn
LD5618,Kolkata,ABC Institute,4th,Data Science,Google Form
LD5619,Kolkata,GHI University,2nd,Robotics,Mass-Mailing
LD5620,Pune,XYZ University,1st,Electric Vehicle,Mass-Mailing
LD5621,Mumbai,PQR College,3rd,AI,Instagram
LD5622,Pune,GHI University,1st,AI,Whatsapp
LD5623,Kolkata,GHI University,4th,Web Development,College Collaboration
LD5624,Pune,ABC Institute,2nd,Web Development,LinkedIn
LD5625,Surat,PQR College,1st,Web Development,Whatsapp
LD5626,Delhi,DEF Academy,1st,AI,LinkedIn
LD5627,Mumbai,ABC Institute,2nd,Web Development,Whatsapp
LD5628,Chennai,DEF Academy,3rd,AI,Mass-Mailing
LD5629,Kolkata,GHI University,2nd,AI,Google Form
LD5630,Kolkata,PQR College,3rd,Electric Vehicle,Instagram
LD5631,Surat,DEF Academy,2nd,Data Science,Mass-Mailing
LD5632,Kolkata,GHI University,1st,AI,College Collaboration
LD5633,Delhi,DEF Academy,2nd,Web Development,LinkedIn
LD5634,Ahmedabad,PQR College,4th,Robotics,Google Form
LD5635,Delhi,XYZ University,3rd,AI,College Collaboration
LD5636,Ahmedabad,ABC Institute,3rd,AI,Whatsapp
LD5637,Pune,ABC Institute,1st,Data Science,LinkedIn
LD5638,Chennai,ABC Institute,2nd,AI,Whatsapp
LD5639,Mumbai,XYZ University,2nd,Data Science,Google Form
LD5640,Mumbai,PQR College,1st,AI,Whatsapp
LD5641,Mumbai,DEF Academy,4th,Web Development,LinkedIn
LD5642,Pune,PQR College,1st,AI,College Collaboration
LD5643,Mumbai,GHI University,1st,Data Science,Instagram
LD5644,Surat,ABC Institute,2nd,Data Science,Instagram
LD5645,Delhi,GHI University,1st,AI,College Collaboration
LD5646,Mumbai,XYZ University,1st,Data Science,Google Form
LD5647,Delhi,PQR College,3rd,Web Development,LinkedIn
LD5648,Ahmedabad,XYZ University,2nd,AI,Instagram
LD5649,Delhi,ABC Institute,4th,Electric Vehicle,College Collaboration
LD5650,Kolkata,PQR College,2nd,Robotics,Mass-Mailing
LD5651,Kolkata,ABC Institute,1st,Robotics,Instagram
LD5652,Delhi,PQR College,3rd,Web Development,LinkedIn
LD5653,Mumbai,GHI University,3rd,AI,College Collaboration
LD5654,Surat,ABC Institute,3rd,Robotics,College Collaboration
LD5655,Chennai,PQR College,2nd,Electric Vehicle,LinkedIn
LD5656,Mumbai,DEF Academy,1st,Web Development,College Collaboration
LD5657,Delhi,ABC Institute,2nd,Web Development,Instagram
LD5658,Delhi,XYZ University,1st,Electric Vehicle,Google Form
LD5659,Ahmedabad,PQR College,2nd,Web Development,Mass-Mailing
LD5660,Delhi,PQR College,2nd,Data Science,College Collaboration
LD5661,Surat,ABC Institute,1st,Robotics,College Collaboration
LD5662,Pune,XYZ University,2nd,Robotics,Instagram
LD5663,Delhi,PQR College,1st,Robotics,Instagram
LD5664,Delhi,ABC Institute,4th,Electric Vehicle,Mass-Mailing
LD5665,Mumbai,ABC Institute,2nd,Electric Vehicle,LinkedIn
LD5666,Chennai,ABC Institute,2nd,Web Development,Google Form
LD5667,Delhi,DEF Academy,1st,Web Development,Google Form
LD5668,Kolkata,PQR College,2nd,Data Science,College Collaboration
LD5669,Ahmedabad,XYZ University,2nd,Electric Vehicle,Whatsapp
LD5670,Pune,ABC Institute,2nd,Electric Vehicle,LinkedIn
LD5671,Mumbai,ABC Institute,4th,Robotics,College Collaboration
LD5672,Ahmedabad,DEF Academy,3rd,Web Development,LinkedIn
LD5673,Kolkata,GHI University,1st,AI,Google Form
LD5674,Chennai,DEF Academy,4th,Robotics,Instagram
LD5675,Chennai,GHI University,2nd,Web Development,LinkedIn
LD5676,Mumbai,DEF Academy,4th,AI,Instagram
LD5677,Delhi,GHI University,1st,AI,Mass-Mailing
LD5678,Ahmedabad,ABC Institute,3rd,AI,LinkedIn
LD5679,Kolkata,XYZ University,3rd,Robotics,Whatsapp
LD5680,Surat,DEF Academy,2nd,AI,LinkedIn
LD5681,Pune,PQR College,4th,Robotics,Whatsapp
LD5682,Pune,ABC Institute,3rd,Data Science,College Collaboration
LD5683,Mumbai,GHI University,3rd,AI,Google Form
LD5684,Mumbai,XYZ University,4th,Web Development,LinkedIn
LD5685,Chennai,DEF Academy,3rd,Data Science,Mass-Mailing
LD5686,Delhi,PQR College,2nd,Robotics,College Collaboration
LD5687,Delhi,XYZ University,1st,Robotics,College Collaboration
LD5688,Surat,XYZ University,2nd,Electric Vehicle,College Collaboration
LD5689,Delhi,GHI University,1st,Data Science,Google Form
